ranking_date,year,semester,rank,team,acronym,total_points,previous_points,diff_points
1997-12-31,1997,2,18,Sweden,SWE,57.0,58.0,-1.0
1997-12-31,1997,2,18,Yugoslavia,YUG,57.0,56.0,1.0
1997-12-31,1997,2,18,Zambia,ZAM,57.0,56.0,1.0
1997-12-31,1997,2,22,Netherlands,NED,56.0,59.0,-3.0
1997-12-31,1997,2,22,Tunisia,TUN,56.0,56.0,0.0
1997-12-31,1997,2,24,Austria,AUT,55.0,55.0,0.0
1997-12-31,1997,2,24,Bolivia,BOL,55.0,55.0,0.0
1997-12-31,1997,2,26,Ecuador,ECU,54.0,54.0,0.0
1997-12-31,1997,2,26,Paraguay,PAR,54.0,54.0,0.0
1997-12-31,1997,2,26,South Korea,KOR,54.0,53.0,1.0
1997-12-31,1997,2,26,United States,USA,54.0,54.0,0.0
1997-12-31,1997,2,30,Australia,AUS,53.0,53.0,0.0
1997-12-31,1997,2,30,Egypt,EGY,53.0,51.0,2.0
1997-12-31,1997,2,30,Portugal,POR,53.0,54.0,-1.0
1997-12-31,1997,2,30,Saudi Arabia,KSA,53.0,53.0,0.0
1997-12-31,1997,2,30,Slovakia,SVK,53.0,53.0,0.0
1997-12-31,1997,2,30,South Africa,RSA,53.0,53.0,0.0
1997-12-31,1997,2,36,Bulgaria,BUL,52.0,55.0,-3.0
1997-12-31,1997,2,36,Jamaica,JAM,52.0,51.0,1.0
1997-12-31,1997,2,36,Peru,PER,52.0,51.0,1.0
1997-12-31,1997,2,36,Scotland,SCO,52.0,52.0,0.0
1997-12-31,1997,2,40,Uruguay,URU,51.0,49.0,2.0
1997-12-31,1997,2,41,Belgium,BEL,50.0,50.0,0.0
1997-12-31,1997,2,41,Greece,GRE,50.0,50.0,0.0
1997-12-31,1997,2,43,Turkey,TUR,49.0,50.0,-1.0
1997-12-31,1997,2,44,Kuwait,KUW,48.0,47.0,1.0
1997-12-31,1997,2,45,Iran,IRN,47.0,46.0,1.0
1997-12-31,1997,2,45,Lithuania,LTU,47.0,47.0,0.0
1997-12-31,1997,2,45,Republic of Ireland,IRL,47.0,47.0,0.0
1997-12-31,1997,2,48,Costa Rica,CRC,46.0,45.0,1.0
1997-12-31,1997,2,48,Côte d'Ivoire,CIV,46.0,46.0,0.0
1997-12-31,1997,2,48,Poland,POL,46.0,46.0,0.0
1997-12-31,1997,2,48,Ukraine,UKR,46.0,46.0,0.0
1997-12-31,1997,2,48,United Arab Emirates,UAE,46.0,44.0,2.0
1997-12-31,1997,2,53,Angola,ANG,45.0,45.0,0.0
1997-12-31,1997,2,53,Cameroon,CMR,45.0,46.0,-1.0
1997-12-31,1997,2,53,China PR,CHN,45.0,44.0,1.0
1997-12-31,1997,2,53,Ghana,GHA,45.0,45.0,0.0
1997-12-31,1997,2,53,Thailand,THA,45.0,44.0,1.0
1997-12-31,1997,2,53,Trinidad and Tobago,TRI,45.0,44.0,1.0
1997-12-31,1997,2,59,Algeria,ALG,44.0,45.0,-1.0
1997-12-31,1997,2,60,Finland,FIN,42.0,43.0,-1.0
1997-12-31,1997,2,60,Israel,ISR,42.0,44.0,-2.0
1997-12-31,1997,2,62,Switzerland,SUI,41.0,42.0,-1.0
1997-12-31,1997,2,63,Canada,CAN,40.0,41.0,-1.0
1997-12-31,1997,2,63,El Salvador,SLV,40.0,40.0,0.0
1997-12-31,1997,2,63,Gabon,GAB,40.0,41.0,-1.0
1997-12-31,1997,2,63,Guinea,GUI,40.0,40.0,0.0
1997-12-31,1997,2,63,Mozambique,MOZ,40.0,40.0,0.0
1997-12-31,1997,2,68,Georgia,GEO,39.0,39.0,0.0
1997-12-31,1997,2,68,Iceland,ISL,39.0,38.0,1.0
1997-12-31,1997,2,68,Iraq,IRQ,39.0,38.0,1.0
1997-12-31,1997,2,68,Nigeria,NGA,39.0,39.0,0.0
1997-12-31,1997,2,68,Qatar,QAT,39.0,39.0,0.0
1997-12-31,1997,2,73,DR Congo,ZAI,38.0,38.0,0.0
1997-12-31,1997,2,73,Honduras,HON,38.0,41.0,-3.0
1997-12-31,1997,2,73,Latvia,LVA,38.0,38.0,0.0
1997-12-31,1997,2,73,Zimbabwe,ZIM,38.0,39.0,-1.0
1997-12-31,1997,2,77,Hungary,HUN,37.0,37.0,0.0
1997-12-31,1997,2,77,Mali,MLI,37.0,35.0,2.0
1997-12-31,1997,2,77,Togo,TOG,37.0,38.0,-1.0
1997-12-31,1997,2,77,Uzbekistan,UZB,37.0,36.0,1.0
1997-12-31,1997,2,81,Cyprus,CYP,36.0,36.0,0.0
1997-12-31,1997,2,81,Guatemala,GUA,36.0,35.0,1.0
1997-12-31,1997,2,81,Oman,OMA,36.0,36.0,0.0
1997-12-31,1997,2,81,Senegal,SEN,36.0,36.0,0.0
1997-12-31,1997,2,81,Sierra Leone,SLE,36.0,37.0,-1.0
1997-12-31,1997,2,86,Malaysia,MAS,35.0,35.0,0.0
1997-12-31,1997,2,86,Namibia,NAM,35.0,35.0,0.0
1997-12-31,1997,2,88,Cuba,CUB,34.0,34.0,0.0
1997-12-31,1997,2,88,FYR Macedonia,MKD,34.0,35.0,-1.0
1997-12-31,1997,2,88,Indonesia,IDN,34.0,33.0,1.0
1997-12-31,1997,2,88,Kenya,KEN,34.0,33.0,1.0
1997-12-31,1997,2,88,Lebanon,LBN,34.0,34.0,0.0
1997-12-31,1997,2,88,Northern Ireland,NIR,34.0,36.0,-2.0
1997-12-31,1997,2,94,Liberia,LBR,33.0,33.0,0.0
1997-12-31,1997,2,94,Malawi,MWI,33.0,33.0,0.0
1997-12-31,1997,2,94,Slovenia,SVN,33.0,33.0,0.0
1997-12-31,1997,2,94,Tanzania,TAN,33.0,33.0,0.0
1997-12-31,1997,2,98,Syria,SYR,32.0,31.0,1.0
1997-12-31,1997,2,99,Bosnia and Herzegovina,BIH,31.0,30.0,1.0
1997-12-31,1997,2,99,Estonia,EST,31.0,29.0,2.0
1997-12-31,1997,2,101,Congo,CGO,30.0,30.0,0.0
1997-12-31,1997,2,101,Wales,WAL,30.0,31.0,-1.0
1997-12-31,1997,2,103,Singapore,SGP,29.0,29.0,0.0
1997-12-31,1997,2,104,Armenia,ARM,28.0,28.0,0.0
1997-12-31,1997,2,104,Burkina Faso,BFA,28.0,28.0,0.0
1997-12-31,1997,2,104,Vietnam,VIE,28.0,28.0,0.0
1997-12-31,1997,2,107,Belarus,BLR,27.0,27.0,0.0
1997-12-31,1997,2,107,Kazakhstan,KAZ,27.0,27.0,0.0
1997-12-31,1997,2,107,Sudan,SDN,27.0,29.0,-2.0
1997-12-31,1997,2,107,Uganda,UGA,27.0,31.0,-4.0
1997-12-31,1997,2,111,Barbados,BRB,26.0,26.0,0.0
1997-12-31,1997,2,111,Grenada,GRN,26.0,26.0,0.0
1997-12-31,1997,2,111,India,IND,26.0,26.0,0.0
1997-12-31,1997,2,111,Myanmar,MYA,26.0,26.0,0.0
1997-12-31,1997,2,111,Venezuela,VEN,26.0,25.0,1.0
1997-12-31,1997,2,116,Albania,ALB,24.0,25.0,-1.0
1997-12-31,1997,2,116,Faroe Islands,FRO,24.0,24.0,0.0
1997-12-31,1997,2,116,Panama,PAN,24.0,25.0,-1.0
1997-12-31,1997,2,116,Tajikistan,TJK,24.0,24.0,0.0
1997-12-31,1997,2,120,Bahrain,BHR,22.0,22.0,0.0
1997-12-31,1997,2,120,New Zealand,NZL,22.0,22.0,0.0
1997-12-31,1997,2,120,St. Vincent and the Grenadines,VIN,22.0,22.0,0.0
1997-12-31,1997,2,123,Azerbaijan,AZE,21.0,21.0,0.0
1997-12-31,1997,2,123,Jordan,JOR,21.0,21.0,0.0
1997-12-31,1997,2,125,Ethiopia,ETH,20.0,20.0,0.0
1997-12-31,1997,2,125,Haiti,HAI,20.0,20.0,0.0
1997-12-31,1997,2,127,Hong Kong,HKG,19.0,19.0,0.0
1997-12-31,1997,2,127,St. Kitts and Nevis,SKN,19.0,19.0,0.0
1997-12-31,1997,2,127,Yemen,YEM,19.0,19.0,0.0
1997-12-31,1997,2,130,Gambia,GAM,18.0,14.0,4.0
1997-12-31,1997,2,130,Malta,MLT,18.0,18.0,0.0
1997-12-31,1997,2,130,Moldova,MDA,18.0,18.0,0.0
1997-12-31,1997,2,130,Solomon Islands,SOL,18.0,18.0,0.0
1997-12-31,1997,2,130,Turkmenistan,TKM,18.0,18.0,0.0
1997-12-31,1997,2,135,Mauritania,MTN,17.0,18.0,-1.0
1997-12-31,1997,2,135,Sri Lanka,SRI,17.0,17.0,0.0
1997-12-31,1997,2,137,Benin,BEN,16.0,18.0,-2.0
1997-12-31,1997,2,137,Dominica,DMA,16.0,16.0,0.0
1997-12-31,1997,2,137,Kyrgyz Republic,KGZ,16.0,16.0,0.0
1997-12-31,1997,2,137,Luxembourg,LUX,16.0,17.0,-1.0
1997-12-31,1997,2,141,Bangladesh,BAN,15.0,16.0,-1.0
1997-12-31,1997,2,141,St. Lucia,LCA,15.0,15.0,0.0
1997-12-31,1997,2,143,Laos,LAO,14.0,14.0,0.0
1997-12-31,1997,2,144,Dominican Republic,DOM,13.0,13.0,0.0
1997-12-31,1997,2,145,Fiji,FIJ,12.0,13.0,-1.0
1997-12-31,1997,2,145,Guinea-Bissau,GNB,12.0,12.0,0.0
1997-12-31,1997,2,145,Libya,LBY,12.0,13.0,-1.0
1997-12-31,1997,2,145,Suriname,SUR,12.0,12.0,0.0
1997-12-31,1997,2,149,Lesotho,LES,11.0,11.0,0.0
1997-12-31,1997,2,149,Mauritius,MRI,11.0,11.0,0.0
1997-12-31,1997,2,149,Niger,NIG,11.0,11.0,0.0
1997-12-31,1997,2,152,Burundi,BDI,10.0,10.0,0.0
1997-12-31,1997,2,152,Pakistan,PAK,10.0,10.0,0.0
1997-12-31,1997,2,154,Nepal,NEP,9.0,9.0,0.0
1997-12-31,1997,2,154,Taiwan,TPE,9.0,9.0,0.0
1997-12-31,1997,2,156,Antigua and Barbuda,ATG,8.0,8.0,0.0
1997-12-31,1997,2,156,Botswana,BOT,8.0,8.0,0.0
1997-12-31,1997,2,156,Liechtenstein,LIE,8.0,8.0,0.0
1997-12-31,1997,2,156,Macau,MAC,8.0,8.0,0.0
1997-12-31,1997,2,156,Madagascar,MAD,8.0,8.0,0.0
1997-12-31,1997,2,156,Maldives,MDV,8.0,8.0,0.0
1997-12-31,1997,2,156,Tahiti,TAH,8.0,8.0,0.0
1997-12-31,1997,2,163,Cayman Islands,CAY,7.0,7.0,0.0
1997-12-31,1997,2,163,Eswatini,SWZ,7.0,5.0,2.0
1997-12-31,1997,2,163,Korea DPR,PRK,7.0,7.0,0.0
1997-12-31,1997,2,166,Cambodia,CAM,6.0,6.0,0.0
1997-12-31,1997,2,166,Cape Verde,CPV,6.0,6.0,0.0
1997-12-31,1997,2,166,Guyana,GUY,6.0,6.0,0.0
1997-12-31,1997,2,166,Papua New Guinea,PNG,6.0,6.0,0.0
1997-12-31,1997,2,166,Puerto Rico,PUR,6.0,6.0,0.0
1997-12-31,1997,2,171,Bermuda,BER,5.0,5.0,0.0
1997-12-31,1997,2,171,Philippines,PHI,5.0,4.0,1.0
1997-12-31,1997,2,171,Rwanda,RWA,5.0,5.0,0.0
1997-12-31,1997,2,171,San Marino,SMR,5.0,5.0,0.0
1997-12-31,1997,2,171,Tonga,TGA,5.0,5.0,0.0
1997-12-31,1997,2,176,Aruba,ARU,4.0,4.0,0.0
1997-12-31,1997,2,177,Belize,BLZ,3.0,3.0,0.0
1997-12-31,1997,2,177,British Virgin Islands,VGB,3.0,3.0,0.0
1997-12-31,1997,2,177,Brunei Darussalam,BRU,3.0,3.0,0.0
1997-12-31,1997,2,177,Seychelles,SEY,3.0,3.0,0.0
1997-12-31,1997,2,181,Andorra,AND,2.0,2.0,0.0
1997-12-31,1997,2,181,Chad,CHA,2.0,2.0,0.0
1997-12-31,1997,2,181,Nicaragua,NCA,2.0,2.0,0.0
1997-12-31,1997,2,181,Samoa,SAM,2.0,2.0,0.0
1997-12-31,1997,2,181,Vanuatu,VAN,2.0,2.0,0.0
1997-12-31,1997,2,186,Central African Republic,CTA,1.0,1.0,0.0
1997-12-31,1997,2,186,Somalia,SOM,1.0,2.0,-1.0
1997-12-31,1997,2,188,Anguilla,AIA,0.0,0.0,0.0
1997-12-31,1997,2,188,Cook Islands,COK,0.0,0.0,0.0
1997-12-31,1997,2,188,Djibouti,DJI,0.0,0.0,0.0
1997-12-31,1997,2,188,Guam,GUM,0.0,0.0,0.0
1998-06-30,1998,1,1,Brazil,BRA,74.0,72.0,2.0
1998-06-30,1998,1,2,France,FRA,70.0,56.0,14.0
1998-06-30,1998,1,3,Germany,GER,69.0,65.0,4.0
1998-06-30,1998,1,4,Croatia,CRO,67.0,56.0,11.0
1998-06-30,1998,1,5,Argentina,ARG,65.0,60.0,5.0
1998-06-30,1998,1,5,Czechia,CZE,65.0,65.0,0.0
1998-06-30,1998,1,7,Italy,ITA,64.0,57.0,7.0
1998-06-30,1998,1,7,Netherlands,NED,64.0,54.0,10.0
1998-06-30,1998,1,7,Yugoslavia,YUG,64.0,59.0,5.0
1998-06-30,1998,1,10,England,ENG,63.0,60.0,3.0
1998-06-30,1998,1,11,Mexico,MEX,62.0,61.0,1.0
1998-06-30,1998,1,11,Norway,NOR,62.0,60.0,2.0
1998-06-30,1998,1,13,Romania,ROU,60.0,55.0,5.0
1998-06-30,1998,1,13,Spain,ESP,60.0,56.0,4.0
1998-06-30,1998,1,15,Chile,CHI,59.0,59.0,0.0
1998-06-30,1998,1,15,Morocco,MAR,59.0,57.0,2.0
1998-06-30,1998,1,17,Colombia,COL,58.0,58.0,0.0
1998-06-30,1998,1,17,Denmark,DEN,58.0,53.0,5.0
1998-06-30,1998,1,19,Egypt,EGY,57.0,56.0,1.0
1998-06-30,1998,1,19,United States,USA,57.0,58.0,-1.0
1998-06-30,1998,1,21,Austria,AUT,55.0,52.0,3.0
1998-06-30,1998,1,21,Japan,JPN,55.0,58.0,-3.0
1998-06-30,1998,1,21,South Korea,KOR,55.0,55.0,0.0
1998-06-30,1998,1,21,Tunisia,TUN,55.0,55.0,0.0
1998-06-30,1998,1,21,Zambia,ZAM,55.0,55.0,0.0
1998-06-30,1998,1,26,Paraguay,PAR,54.0,52.0,2.0
1998-06-30,1998,1,27,Jamaica,JAM,53.0,52.0,1.0
1998-06-30,1998,1,27,Russia,RUS,53.0,56.0,-3.0
1998-06-30,1998,1,27,South Africa,RSA,53.0,55.0,-2.0
1998-06-30,1998,1,27,Sweden,SWE,53.0,53.0,0.0
1998-06-30,1998,1,31,Belgium,BEL,52.0,50.0,2.0
1998-06-30,1998,1,32,Saudi Arabia,KSA,51.0,51.0,0.0
1998-06-30,1998,1,32,Slovakia,SVK,51.0,49.0,2.0
1998-06-30,1998,1,34,Bulgaria,BUL,50.0,50.0,0.0
1998-06-30,1998,1,34,Uruguay,URU,50.0,50.0,0.0
1998-06-30,1998,1,36,Scotland,SCO,49.0,48.0,1.0
1998-06-30,1998,1,37,Australia,AUS,48.0,52.0,-4.0
1998-06-30,1998,1,37,Cameroon,CMR,48.0,45.0,3.0
1998-06-30,1998,1,37,Iran,IRN,48.0,48.0,0.0
1998-06-30,1998,1,37,Israel,ISR,48.0,46.0,2.0
1998-06-30,1998,1,41,Ecuador,ECU,47.0,53.0,-6.0
1998-06-30,1998,1,42,Côte d'Ivoire,CIV,46.0,47.0,-1.0
1998-06-30,1998,1,42,Georgia,GEO,46.0,45.0,1.0
1998-06-30,1998,1,42,Peru,PER,46.0,50.0,-4.0
1998-06-30,1998,1,42,Portugal,POR,46.0,49.0,-3.0
1998-06-30,1998,1,46,Poland,POL,45.0,44.0,1.0
1998-06-30,1998,1,46,Republic of Ireland,IRL,45.0,46.0,-1.0
1998-06-30,1998,1,46,Thailand,THA,45.0,45.0,0.0
1998-06-30,1998,1,49,China PR,CHN,44.0,45.0,-1.0
1998-06-30,1998,1,49,Costa Rica,CRC,44.0,43.0,1.0
1998-06-30,1998,1,49,Greece,GRE,44.0,44.0,0.0
1998-06-30,1998,1,49,Kuwait,KUW,44.0,47.0,-3.0
1998-06-30,1998,1,53,Bolivia,BOL,43.0,51.0,-8.0
1998-06-30,1998,1,53,Hungary,HUN,43.0,42.0,1.0
1998-06-30,1998,1,53,Lithuania,LTU,43.0,47.0,-4.0
1998-06-30,1998,1,53,Turkey,TUR,43.0,45.0,-2.0
1998-06-30,1998,1,57,Angola,ANG,42.0,44.0,-2.0
1998-06-30,1998,1,57,DR Congo,ZAI,42.0,41.0,1.0
1998-06-30,1998,1,57,Guinea,GUI,42.0,43.0,-1.0
1998-06-30,1998,1,57,Trinidad and Tobago,TRI,42.0,45.0,-3.0
1998-06-30,1998,1,57,United Arab Emirates,UAE,42.0,43.0,-1.0
1998-06-30,1998,1,62,Algeria,ALG,41.0,43.0,-2.0
1998-06-30,1998,1,62,Finland,FIN,41.0,42.0,-1.0
1998-06-30,1998,1,64,Ghana,GHA,40.0,40.0,0.0
1998-06-30,1998,1,64,Nigeria,NGA,40.0,37.0,3.0
1998-06-30,1998,1,66,Burkina Faso,BFA,39.0,39.0,0.0
1998-06-30,1998,1,66,El Salvador,SLV,39.0,39.0,0.0
1998-06-30,1998,1,66,Iceland,ISL,39.0,37.0,2.0
1998-06-30,1998,1,66,Mali,MLI,39.0,40.0,-1.0
1998-06-30,1998,1,66,Ukraine,UKR,39.0,40.0,-1.0
1998-06-30,1998,1,71,Qatar,QAT,38.0,38.0,0.0
1998-06-30,1998,1,71,Zimbabwe,ZIM,38.0,35.0,3.0
1998-06-30,1998,1,73,Guatemala,GUA,37.0,37.0,0.0
1998-06-30,1998,1,73,Switzerland,SUI,37.0,36.0,1.0
1998-06-30,1998,1,75,FYR Macedonia,MKD,36.0,38.0,-2.0
1998-06-30,1998,1,75,Mozambique,MOZ,36.0,39.0,-3.0
1998-06-30,1998,1,75,Togo,TOG,36.0,37.0,-1.0
1998-06-30,1998,1,78,Canada,CAN,35.0,36.0,-1.0
1998-06-30,1998,1,78,Cuba,CUB,35.0,33.0,2.0
1998-06-30,1998,1,78,Cyprus,CYP,35.0,36.0,-1.0
1998-06-30,1998,1,81,Gabon,GAB,34.0,36.0,-2.0
1998-06-30,1998,1,81,Namibia,NAM,34.0,37.0,-3.0
1998-06-30,1998,1,83,Honduras,HON,33.0,34.0,-1.0
1998-06-30,1998,1,83,Indonesia,IDN,33.0,33.0,0.0
1998-06-30,1998,1,83,Senegal,SEN,33.0,36.0,-3.0
1998-06-30,1998,1,83,Uzbekistan,UZB,33.0,36.0,-3.0
1998-06-30,1998,1,87,Northern Ireland,NIR,32.0,33.0,-1.0
1998-06-30,1998,1,87,Sierra Leone,SLE,32.0,33.0,-1.0
1998-06-30,1998,1,89,Iraq,IRQ,31.0,34.0,-3.0
1998-06-30,1998,1,89,Kenya,KEN,31.0,31.0,0.0
1998-06-30,1998,1,89,Latvia,LVA,31.0,36.0,-5.0
1998-06-30,1998,1,89,Singapore,SGP,31.0,27.0,4.0
1998-06-30,1998,1,93,Bosnia and Herzegovina,BIH,30.0,28.0,2.0
1998-06-30,1998,1,93,Slovenia,SVN,30.0,31.0,-1.0
1998-06-30,1998,1,95,Albania,ALB,29.0,29.0,0.0
1998-06-30,1998,1,95,Malaysia,MAS,29.0,29.0,0.0
1998-06-30,1998,1,95,Oman,OMA,29.0,34.0,-5.0
1998-06-30,1998,1,95,Vietnam,VIE,29.0,29.0,0.0
1998-06-30,1998,1,99,Belarus,BLR,28.0,24.0,4.0
1998-06-30,1998,1,99,Lebanon,LBN,28.0,30.0,-2.0
1998-06-30,1998,1,99,Malawi,MWI,28.0,30.0,-2.0
1998-06-30,1998,1,99,Myanmar,MYA,28.0,23.0,5.0
1998-06-30,1998,1,99,Wales,WAL,28.0,28.0,0.0
1998-06-30,1998,1,104,Liberia,LBR,27.0,29.0,-2.0
1998-06-30,1998,1,104,Syria,SYR,27.0,31.0,-4.0
1998-06-30,1998,1,104,Tanzania,TAN,27.0,31.0,-4.0
1998-06-30,1998,1,107,Estonia,EST,26.0,28.0,-2.0
1998-06-30,1998,1,107,Grenada,GRN,26.0,27.0,-1.0
1998-06-30,1998,1,109,Armenia,ARM,25.0,25.0,0.0
1998-06-30,1998,1,109,Azerbaijan,AZE,25.0,21.0,4.0
1998-06-30,1998,1,109,Barbados,BRB,25.0,26.0,-1.0
1998-06-30,1998,1,109,Haiti,HAI,25.0,25.0,0.0
1998-06-30,1998,1,109,Kazakhstan,KAZ,25.0,26.0,-1.0
1998-06-30,1998,1,114,India,IND,24.0,24.0,0.0
1998-06-30,1998,1,115,Congo,CGO,23.0,25.0,-2.0
1998-06-30,1998,1,115,Sudan,SDN,23.0,24.0,-1.0
1998-06-30,1998,1,117,Gambia,GAM,22.0,22.0,0.0
1998-06-30,1998,1,117,Uganda,UGA,22.0,24.0,-2.0
1998-06-30,1998,1,119,Faroe Islands,FRO,21.0,22.0,-1.0
1998-06-30,1998,1,119,Venezuela,VEN,21.0,24.0,-3.0
1998-06-30,1998,1,121,Jordan,JOR,20.0,20.0,0.0
1998-06-30,1998,1,121,Tajikistan,TJK,20.0,22.0,-2.0
1998-06-30,1998,1,123,Malta,MLT,19.0,20.0,-1.0
1998-06-30,1998,1,123,Mauritania,MTN,19.0,19.0,0.0
1998-06-30,1998,1,123,Panama,PAN,19.0,20.0,-1.0
1998-06-30,1998,1,123,Sri Lanka,SRI,19.0,19.0,0.0
1998-06-30,1998,1,123,St. Vincent and the Grenadines,VIN,19.0,20.0,-1.0
1998-06-30,1998,1,128,Dominica,DMA,18.0,18.0,0.0
1998-06-30,1998,1,128,St. Kitts and Nevis,SKN,18.0,21.0,-3.0
1998-06-30,1998,1,130,Ethiopia,ETH,17.0,17.0,0.0
1998-06-30,1998,1,130,New Zealand,NZL,17.0,23.0,-6.0
1998-06-30,1998,1,132,Bahrain,BHR,16.0,17.0,-1.0
1998-06-30,1998,1,132,Benin,BEN,16.0,17.0,-1.0
1998-06-30,1998,1,132,Hong Kong,HKG,16.0,16.0,0.0
1998-06-30,1998,1,132,Laos,LAO,16.0,14.0,2.0
1998-06-30,1998,1,132,Lesotho,LES,16.0,16.0,0.0
1998-06-30,1998,1,132,Moldova,MDA,16.0,16.0,0.0
1998-06-30,1998,1,132,St. Lucia,LCA,16.0,17.0,-1.0
1998-06-30,1998,1,139,Solomon Islands,SOL,15.0,16.0,-1.0
1998-06-30,1998,1,140,Dominican Republic,DOM,14.0,15.0,-1.0
1998-06-30,1998,1,140,Luxembourg,LUX,14.0,14.0,0.0
1998-06-30,1998,1,140,Yemen,YEM,14.0,16.0,-2.0
1998-06-30,1998,1,143,Antigua and Barbuda,ATG,13.0,14.0,-1.0
1998-06-30,1998,1,143,Eswatini,SWZ,13.0,13.0,0.0
1998-06-30,1998,1,143,Kyrgyz Republic,KGZ,13.0,15.0,-2.0
1998-06-30,1998,1,143,Suriname,SUR,13.0,13.0,0.0
1998-06-30,1998,1,143,Turkmenistan,TKM,13.0,16.0,-3.0
1998-06-30,1998,1,148,Bangladesh,BAN,12.0,12.0,0.0
1998-06-30,1998,1,148,Libya,LBY,12.0,12.0,0.0
1998-06-30,1998,1,150,Cayman Islands,CAY,10.0,6.0,4.0
1998-06-30,1998,1,150,Guinea-Bissau,GNB,10.0,11.0,-1.0
1998-06-30,1998,1,150,Guyana,GUY,10.0,11.0,-1.0
1998-06-30,1998,1,153,Botswana,BOT,9.0,10.0,-1.0
1998-06-30,1998,1,153,Cambodia,CAM,9.0,8.0,1.0
1998-06-30,1998,1,153,Fiji,FIJ,9.0,11.0,-2.0
1998-06-30,1998,1,153,Mauritius,MRI,9.0,9.0,0.0
1998-06-30,1998,1,153,Niger,NIG,9.0,10.0,-1.0
1998-06-30,1998,1,153,Pakistan,PAK,9.0,9.0,0.0
1998-06-30,1998,1,159,Burundi,BDI,8.0,8.0,0.0
1998-06-30,1998,1,159,Maldives,MDV,8.0,8.0,0.0
1998-06-30,1998,1,161,Cape Verde,CPV,7.0,7.0,0.0
1998-06-30,1998,1,161,Liechtenstein,LIE,7.0,7.0,0.0
1998-06-30,1998,1,161,Macau,MAC,7.0,7.0,0.0
1998-06-30,1998,1,161,Taiwan,TPE,7.0,7.0,0.0
1998-06-30,1998,1,165,Madagascar,MAD,6.0,6.0,0.0
1998-06-30,1998,1,165,Nepal,NEP,6.0,7.0,-1.0
1998-06-30,1998,1,165,Philippines,PHI,6.0,4.0,2.0
1998-06-30,1998,1,168,Aruba,ARU,5.0,5.0,0.0
1998-06-30,1998,1,168,Korea DPR,PRK,5.0,5.0,0.0
1998-06-30,1998,1,168,Papua New Guinea,PNG,5.0,6.0,-1.0
1998-06-30,1998,1,168,Puerto Rico,PUR,5.0,5.0,0.0
1998-06-30,1998,1,168,Rwanda,RWA,5.0,5.0,0.0
1998-06-30,1998,1,168,Tahiti,TAH,5.0,7.0,-2.0
1998-06-30,1998,1,174,Brunei Darussalam,BRU,4.0,3.0,1.0
1998-06-30,1998,1,174,Tonga,TGA,4.0,4.0,0.0
1998-06-30,1998,1,176,Belize,BLZ,3.0,3.0,0.0
1998-06-30,1998,1,176,Bermuda,BER,3.0,2.0,1.0
1998-06-30,1998,1,176,San Marino,SMR,3.0,4.0,-1.0
1998-06-30,1998,1,179,Andorra,AND,2.0,2.0,0.0
1998-06-30,1998,1,179,British Virgin Islands,VGB,2.0,2.0,0.0
1998-06-30,1998,1,179,Chad,CHA,2.0,2.0,0.0
1998-06-30,1998,1,179,Nicaragua,NCA,2.0,2.0,0.0
1998-06-30,1998,1,179,Samoa,SAM,2.0,2.0,0.0
1998-06-30,1998,1,179,Seychelles,SEY,2.0,2.0,0.0
1998-06-30,1998,1,185,Central African Republic,CTA,1.0,1.0,0.0
1998-06-30,1998,1,185,Somalia,SOM,1.0,1.0,0.0
1998-06-30,1998,1,185,Vanuatu,VAN,1.0,1.0,0.0
1998-06-30,1998,1,188,Anguilla,AIA,0.0,0.0,0.0
1998-06-30,1998,1,188,Cook Islands,COK,0.0,0.0,0.0
1998-06-30,1998,1,188,Djibouti,DJI,0.0,0.0,0.0
1998-06-30,1998,1,188,Guam,GUM,0.0,0.0,0.0
1998-12-31,1998,2,1,Brazil,BRA,73.0,74.0,-1.0
1998-12-31,1998,2,2,France,FRA,69.0,69.0,0.0
1998-12-31,1998,2,3,Croatia,CRO,67.0,67.0,0.0
1998-12-31,1998,2,3,Germany,GER,67.0,67.0,0.0
1998-12-31,1998,2,5,Argentina,ARG,66.0,66.0,0.0
1998-12-31,1998,2,6,Yugoslavia,YUG,65.0,64.0,1.0
1998-12-31,1998,2,7,Czechia,CZE,64.0,64.0,0.0
1998-12-31,1998,2,7,Italy,ITA,64.0,64.0,0.0
1998-12-31,1998,2,9,England,ENG,63.0,62.0,1.0
1998-12-31,1998,2,10,Mexico,MEX,62.0,62.0,0.0
1998-12-31,1998,2,10,Netherlands,NED,62.0,62.0,0.0
1998-12-31,1998,2,12,Morocco,MAR,60.0,60.0,0.0
1998-12-31,1998,2,12,Romania,ROU,60.0,60.0,0.0
1998-12-31,1998,2,14,Norway,NOR,59.0,59.0,0.0
1998-12-31,1998,2,14,Spain,ESP,59.0,58.0,1.0
1998-12-31,1998,2,16,Chile,CHI,58.0,58.0,0.0
1998-12-31,1998,2,17,South Korea,KOR,57.0,55.0,2.0
1998-12-31,1998,2,18,Sweden,SWE,56.0,56.0,0.0
1998-12-31,1998,2,19,Austria,AUT,55.0,55.0,0.0
1998-12-31,1998,2,19,Denmark,DEN,55.0,55.0,0.0
1998-12-31,1998,2,19,Japan,JPN,55.0,52.0,3.0
1998-12-31,1998,2,19,Kuwait,KUW,55.0,54.0,1.0
1998-12-31,1998,2,19,Paraguay,PAR,55.0,55.0,0.0
